"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex"
"ENSG00000204310.13",310.648530839043,-1.35084096063315,3.71591173074521e-06,"AGPAT1","all genes",1078.6180666255,-0.107319305264732,0.616979471782717,76.0952271346785,-1.44458994751576,3.07041867613146e-05,"TE_down",-5.42993461096085,NA,NA,NA
"ENSG00000089876.12",492.894729063689,-1.00215362992355,4.07066733258849e-06,"DHX32","all genes",1505.99776144284,0.548457444418295,7.32393078434375e-07,154.478232073782,-0.438523220184064,0.230963575216999,"TE_down",-5.39033438804665,NA,NA,NA
"ENSG00000169967.16",685.23117769399,-1.01299212744496,4.28799702301131e-06,"MAP3K2","all genes",2745.41043354131,0.425667118801952,3.65521178757813e-06,107.70455217715,-0.57589951169768,0.161436436237745,"TE_down",-5.36774552482886,NA,NA,NA
"ENSG00000063245.14",381.39805356837,-1.38175598301124,4.99959540948659e-06,"EPN1","all genes",1359.70072080725,0.322269727051095,0.0277820143175813,87.5639808806336,-1.04427386156229,0.00304690107157329,"TE_down",-5.30106513937136,NA,NA,NA
"ENSG00000197771.12",1994.63632063829,-0.508762449107498,5.8463331603879e-06,"MCMBP","all genes",5040.45082613842,0.466951475729589,3.36173809144663e-09,798.614781354008,-0.026854339279722,0.961613801309234,"TE_down",-5.23311643947545,NA,NA,NA
"ENSG00000147526.20",646.704208367559,-0.894591036360575,7.30852870037088e-06,"TACC1","all genes",2223.68657952598,0.427939952355854,8.66978605498323e-06,161.993102618227,-0.453687731882877,0.197383203145842,"TE_down",-5.1361700432368,NA,NA,NA
"ENSG00000154127.10",334.685752525306,-1.16824164584176,7.99811749209012e-06,"UBASH3B","all genes",1127.14241144437,0.693583717227551,7.01051694436038e-10,87.6952637379163,-0.462946150163667,0.454009875403043,"TE_down",-5.09701222038359,NA,NA,NA
"ENSG00000159840.16",1100.22321368917,-0.779975042638685,8.1194980922427e-06,"ZYX","all genes",2555.58328647213,0.67558724227731,1.78386111998951e-11,477.300072428954,-0.089862124388388,0.866190591887483,"TE_down",-5.09047081589508,NA,NA,NA
"ENSG00000163814.8",1742.79899124696,-0.548356311850435,8.30977802803335e-06,"CDCP1","all genes",4734.15092543178,0.663373129044302,1.63844517167355e-17,643.50856883521,0.128986847941462,0.636525540244553,"TE_down",-5.08041057699661,NA,NA,NA
"ENSG00000171298.13",729.861165483043,-0.779381502076046,8.81382283822993e-06,"GAA","all genes",1102.64245319932,0.457121126799495,0.000231330048041358,413.963987179474,-0.308251382452198,0.143721672924284,"TE_down",-5.05483568325115,NA,NA,NA
"ENSG00000148498.16",491.926229495239,-0.989003065280256,8.81526384806768e-06,"PARD3","all genes",1677.89542762239,0.663985043833384,7.08242931945491e-11,125.444388828019,-0.31069002504711,0.607032000432043,"TE_down",-5.05476468438054,NA,NA,NA
"ENSG00000168264.10",433.394155454297,-0.941642476484948,9.02319245288034e-06,"IRF2BP2","all genes",1096.23678404545,0.828091238695496,6.10086311645765e-13,173.295544364956,-0.0993384095704671,0.928974030776266,"TE_down",-5.04463977960091,NA,NA,NA
"ENSG00000100811.14",984.098314133877,-0.695841805584894,9.82972823207256e-06,"YY1","all genes",2760.56676758917,0.470615147970775,1.25032338389295e-07,348.959076619897,-0.209348587252425,0.545363010838051,"TE_down",-5.00745848918138,NA,NA,NA
"ENSG00000196141.14",1265.06766022413,-0.836542108898349,1.11711414019368e-05,"SPATS2L","all genes",3687.40216700329,0.49462982627539,1.67770904663886e-09,425.753831292993,-0.325038100851561,0.636525540244553,"TE_down",-4.95190245094546,NA,NA,NA
"ENSG00000197971.16",452.840844515176,-1.09298372242718,1.11711414019368e-05,"MBP","all genes",1708.25751566282,1.07848739127425,1.25813221466819e-29,88.5173402832001,-0.000166133685401099,0.999779892256554,"TE_down",-4.95190245094546,NA,NA,NA
"ENSG00000133657.15",1066.19649662588,-0.832552819838877,1.14244306364591e-05,"ATP13A3","all genes",4266.61052248631,0.265041874091982,0.00589418696674282,168.546625319126,-0.553454646772867,0.0543226520462993,"TE_down",-4.94216543481221,NA,NA,NA
"ENSG00000145214.14",253.254504524364,-1.60322234211569,1.14244306364591e-05,"DGKQ","all genes",1042.43299912383,1.1930944621466,3.27077736020529e-25,35.1590480670521,-0.396578261488706,0.802343012920746,"TE_down",-4.94216543481221,NA,NA,NA
"ENSG00000141503.17",467.167287347907,-1.0078529160237,1.24283560674804e-05,"MINK1","all genes",1290.33462549588,0.461834948914381,0.00020518778150052,168.907865649047,-0.530214902900991,0.0716428066890005,"TE_down",-4.90558631287388,NA,NA,NA
"ENSG00000120063.10",872.603909798039,-0.813004738283445,1.25359580414192e-05,"GNA13","all genes",3422.30035538484,0.455923824009514,4.5831579162291e-08,149.307972992646,-0.341307028714035,0.469585833914707,"TE_down",-4.90184247014593,NA,NA,NA
"ENSG00000154380.17",918.404796244111,-0.681803921278275,1.27373254283231e-05,"ENAH","all genes",2869.08928128535,0.329865151975254,0.000387968950861596,277.570540053871,-0.337002955304237,0.208038879152961,"TE_down",-4.89492175517672,NA,NA,NA
"ENSG00000185585.20",208.016768457935,-1.43629238507409,1.31355524335987e-05,"OLFML2A","all genes",570.029194235548,0.367700341068767,0.0533131422590066,75.9180163537483,-1.05298947580982,0.00572511426140356,"TE_down",-4.88155165764621,NA,NA,NA
"ENSG00000140262.17",906.864062978372,-0.72454822079743,1.42815013497796e-05,"TCF12","all genes",3021.28930905198,0.180661942663127,0.103205974956897,243.174275815776,-0.530728094520647,0.0159006579667345,"TE_down",-4.84522613474114,NA,NA,NA
"ENSG00000183207.14",1535.81266309154,0.540558439259349,1.42815013497796e-05,"RUVBL2","all genes",2409.27968799133,-0.470650850486227,7.57006163363158e-07,857.081864296596,0.0846889632557589,0.772608281844731,"TE_up",-4.84522613474114,NA,NA,0
"ENSG00000170145.5",828.352264659148,-0.820302342512259,1.47478710969178e-05,"SIK2","all genes",2600.12433815514,0.537887437758826,3.97082765096611e-09,248.271136427731,-0.265859829306984,0.503591088099795,"TE_down",-4.83127066698008,NA,NA,NA
"ENSG00000163527.10",2004.28689945419,-0.527692853677849,1.59830696351429e-05,"STT3B","all genes",5269.1081043195,0.150428357180177,0.173649887849049,768.864381016315,-0.362622322091023,0.000744340850688438,"TE_down",-4.79633980840258,NA,NA,NA
"ENSG00000149547.15",777.692118789363,-1.01126898357214,1.75905745511966e-05,"EI24","all genes",3279.79479705559,0.0875715856107574,0.545533422964212,95.425073811216,-0.900705413961982,0.0130255464881358,"TE_down",-4.75471997519068,NA,NA,NA
"ENSG00000115275.13",447.672038357924,-0.952162429949011,1.97495723288769e-05,"MOGS","all genes",887.444780686477,0.510154921876181,0.000242052576784954,219.207757383397,-0.426991709765465,0.124395948057692,"TE_down",-4.70444230445371,NA,NA,NA
"ENSG00000007202.15",956.480022737808,-0.969415731489339,2.18789859838328e-05,"KIAA0100","all genes",4215.0469874243,0.416462722739207,2.1016791172e-07,87.4824911497098,-0.529815326482747,0.335080391290166,"TE_down",-4.659972809936,NA,NA,NA
"ENSG00000066777.9",569.949131348204,-0.89514646726886,2.25262361139961e-05,"ARFGEF1","all genes",2059.74396566147,0.581046321429708,4.30974705110367e-10,126.336070364545,-0.297885676243762,0.632180692364504,"TE_down",-4.64731136804,NA,NA,NA
"ENSG00000101596.15",823.318670856667,-0.736816752763174,2.44763721169762e-05,"SMCHD1","all genes",2533.55168680256,0.409472803566784,2.32986889500572e-05,255.147907243026,-0.312970046013051,0.310999724751504,"TE_down",-4.61125295279844,NA,NA,NA
"ENSG00000091409.15",937.750238889431,-0.681382878113822,2.48475906779865e-05,"ITGA6","all genes",2458.43130176943,0.312777901391503,0.00267246069191924,360.8000025255,-0.354964670953897,0.0841523461407557,"TE_down",-4.60471571582334,NA,NA,NA
"ENSG00000138688.15",731.925596962586,-0.862526696352528,2.53055815223946e-05,"KIAA1109","all genes",2792.4325337582,0.361148907347125,0.00011854079163382,138.083491140097,-0.48368695871276,0.200687673257814,"TE_down",-4.59678367815107,NA,NA,NA
"ENSG00000108389.9",891.310449709215,-0.835914667657891,2.5520305287745e-05,"MTMR4","all genes",3367.39552205069,0.405943069996768,5.91338377677177e-06,173.595486123505,-0.420010420369284,0.240479028287907,"TE_down",-4.59311413465346,NA,NA,NA
"ENSG00000144369.13",466.866498738859,-1.27523625200825,3.3573666740192e-05,"FAM171B","all genes",1960.79282665557,0.21433299870028,0.109696272812988,58.5985786587734,-1.04645040762845,0.0246091270679274,"TE_down",-4.47400122479103,NA,NA,NA
"ENSG00000165650.12",1100.01054085127,-0.851626187671399,3.3573666740192e-05,"PDZD8","all genes",4769.52643940038,0.239089871052697,0.00776040019236845,113.521958681757,-0.597017292929348,0.116297977844982,"TE_down",-4.47400122479103,NA,NA,NA
"ENSG00000033327.13",134.758329372059,-1.89285767725136,3.56966845101969e-05,"GAB2","all genes",513.293454122667,1.20505494611439,3.26161148685603e-15,25.5084205628933,-0.668956017368649,0.634406865855721,"TE_down",-4.44737211906407,NA,NA,NA
"ENSG00000100997.20",309.738998810172,-1.07586406929399,3.7099983787814e-05,"ABHD12","all genes",859.89320893842,0.440764861595137,0.00173405868116006,111.265710402318,-0.622104908581282,0.0980599168710848,"TE_down",-4.43062628016567,NA,NA,NA
"ENSG00000110955.9",7686.09294938732,0.283977497483432,3.86494836420324e-05,"ATP5F1B","all genes",13385.2387546457,-0.282956375751839,0.000105551944327279,4070.762136323,0.0156459980108905,0.956396342033735,"TE_up",-4.41285630389091,NA,NA,0
"ENSG00000170421.12",7589.21637074208,0.450081970225297,3.86494836420324e-05,"KRT8","all genes",14915.0984024474,-0.434039381949476,4.81040827530353e-08,3740.65796107223,0.0309015436338603,0.910795161478737,"TE_up",-4.41285630389091,NA,NA,0
"ENSG00000168268.11",382.997432016495,-1.08911094207092,4.11055952231393e-05,"NT5DC2","all genes",1364.94481384838,0.681407778193721,1.99352977112119e-10,88.0105409229018,-0.397760753495941,0.566548803593443,"TE_down",-4.38609905868002,NA,NA,NA
"ENSG00000100731.16",806.277803871833,-0.852446222173362,4.76798597282567e-05,"PCNX1","all genes",3252.19193297303,0.465294870357996,5.7274441233207e-08,123.157465098728,-0.369545709302401,0.496400490768527,"TE_down",-4.32166503093841,NA,NA,NA
"ENSG00000141759.15",477.006825720832,-0.946916895981708,4.76798597282567e-05,"TXNL4A","all genes",1406.20747338922,0.506418154561891,9.44827648858286e-06,157.926800391373,-0.425893932707482,0.269079274500079,"TE_down",-4.32166503093841,NA,NA,NA
"ENSG00000164603.12",101.610929840654,-2.21523689920326,4.80990121177879e-05,"BMT2","all genes",379.496699501188,0.553897807467206,0.0051662598885732,20.4800455062126,-1.64902579942474,0.0697434118941874,"TE_down",-4.31786384329767,NA,NA,NA
"ENSG00000129351.17",2160.28794361971,-0.659391882161298,5.06857721578275e-05,"ILF3","all genes",3669.72376292851,0.531703634058607,3.11160510171643e-07,1158.7621783094,-0.112959756196861,0.525781889851822,"TE_down",-4.29511393298457,NA,NA,NA
"ENSG00000180228.13",352.185831534134,-1.08749803829185,5.42040818195446e-05,"PRKRA","all genes",1140.17109142154,0.503967038024714,6.98962245161815e-05,99.8438501736297,-0.569979599097043,0.195521784204079,"TE_down",-4.26596800783512,"PRKRA",-0.5,0.3
"ENSG00000165097.16",266.142349197715,-1.20056416207812,5.88836843203894e-05,"KDM1B","all genes",760.719557638066,0.500593930483472,0.00102961759557387,91.9973864427239,-0.68565538558692,0.0952901308386725,"TE_down",-4.23000502424876,NA,NA,NA
"ENSG00000126858.18",343.280898603749,-1.19872297885047,6.96764758246434e-05,"RHOT1","all genes",1299.31136139616,0.495163509707653,2.72291964942325e-05,66.4377983985815,-0.693457922349654,0.209150059813298,"TE_down",-4.15691382368088,NA,NA,NA
"ENSG00000198804.2",12855.1424839084,0.374984853415573,7.00477995624176e-05,"MT-CO1","all genes",48177.6344775111,-0.179988133433117,0.0285091682167838,2572.32216087045,0.209815034692979,0.00297331173385474,"TE_up",-4.15460550281803,NA,NA,0
"ENSG00000137936.18",778.534514346101,-0.655188072538632,7.13916790192976e-05,"BCAR3","all genes",1981.03217552053,0.719439004899573,8.21462720086974e-15,309.443643410361,0.0791653843535109,0.924684588393341,"TE_down",-4.14635240400245,NA,NA,NA
"ENSG00000138814.17",1856.43893882526,-0.520254334056695,7.79371926452706e-05,"PPP3CA","all genes",3673.03699830544,-0.00686461074232408,0.976804346294762,910.334099664621,-0.513061172101517,1.09217530333284e-08,"TE_down",-4.10825524186673,NA,NA,NA
"ENSG00000206503.13",2355.37046348056,0.406882599842354,7.84444719999237e-05,"HLA-A","all genes",3890.61521090692,-0.161213138513731,0.128677064043106,1282.39819507365,0.260009889093101,0.00327267799014318,"TE_up",-4.10543765583127,NA,NA,0
"ENSG00000164221.13",186.193128798887,-1.43344778210759,7.89882278899244e-05,"CCDC112","all genes",608.719697042839,0.939047105856351,9.09199437952885e-11,51.7876225567632,-0.473707512736154,0.630563731430489,"TE_down",-4.10243762951216,NA,NA,NA
"ENSG00000071626.16",1184.39707487189,-0.669584010226466,7.95570915196431e-05,"DAZAP1","all genes",3213.68061437712,0.487758562892447,1.32535734587809e-07,437.851179068029,-0.167560678805072,0.622603192800011,"TE_down",-4.09932110237086,NA,NA,NA
"ENSG00000152492.15",374.094733419883,-1.02605476464137,9.29261361329478e-05,"CCDC50","all genes",1274.08072013768,0.686404471931998,1.76007675633921e-10,95.6989088456372,-0.321103080080868,0.683797399926569,"TE_down",-4.03186212043128,NA,NA,NA
"ENSG00000076706.17",440.831995055978,-0.876470573696981,9.29303160453065e-05,"MCAM","all genes",1261.8918273642,0.219692755350392,0.130239331276747,152.130889734902,-0.643482354247129,0.0226308267368436,"TE_down",-4.03184258586198,NA,NA,NA
"ENSG00000099904.15",156.417244890336,-1.93623408447277,9.39840718970921e-05,"ZDHHC8","all genes",607.395534856291,0.857517308324272,1.38993907065661e-07,27.6995810673586,-1.06893998809514,0.240479028287907,"TE_down",-4.02694574292523,NA,NA,NA
"ENSG00000169223.15",1199.05355313501,0.523580189090378,9.39840718970921e-05,"LMAN2","all genes",1727.16766897678,-0.335107636423718,0.00278620651424818,694.473733080668,0.202602270692279,0.222784653258777,"TE_up",-4.02694574292523,NA,NA,0
"ENSG00000173457.11",324.410185159657,-1.38853860276228,9.50482063521582e-05,"PPP1R14B","all genes",1362.26433674794,0.894940304890111,1.11070494442617e-17,40.6560372189271,-0.49250782610824,0.683772082158402,"TE_down",-4.02205607426103,NA,NA,NA
"ENSG00000073111.14",1059.52372822751,0.542605348714934,9.54955867515303e-05,"MCM2","all genes",1706.40667686079,-0.440192723733016,2.27158358965542e-05,584.031743826059,0.117350566539942,0.721277606355149,"TE_up",-4.02001669850783,NA,NA,0
"ENSG00000075624.16",9430.41718581064,0.36835591056389,0.00010354558690621,"ACTB","all genes",14286.7109403985,-0.386408508507508,2.96955711587069e-07,5345.44837512054,-0.00352304902386731,0.990441135782644,"TE_up",-3.98486840592671,NA,NA,0
"ENSG00000153046.18",455.957283934981,-0.923466767248316,0.000106975823410693,"CDYL","all genes",1544.95489271224,0.470861476637373,1.26524279284046e-05,117.972994913824,-0.436176755284188,0.372418489922346,"TE_down",-3.97071436199435,NA,NA,NA
"ENSG00000131375.10",367.112418734487,-0.964421502802278,0.000115914149972531,"CAPN7","all genes",1065.84101801567,0.731512184734759,1.69380556036848e-10,124.231681149827,-0.21529627680861,0.803760316377053,"TE_down",-3.93586354522804,NA,NA,NA
"ENSG00000276168.1",78091.9386327737,1.34660723151812,0.000115994676432452,"RN7SL1","all genes",387582.882253227,-0.13817347589711,0.215182939509867,33.0004900743821,1.21323816680477,0.0609605773612215,"TE_up",-3.93556194223053,"RN7SL1",0.4,0
"ENSG00000107771.17",366.007325450586,-1.2309757798745,0.000117440548753797,"CCSER2","all genes",1513.92662898089,0.418585414516602,0.000155775172279133,49.7257132826847,-0.8003979642875,0.209150059813298,"TE_down",-3.93018192813484,NA,NA,NA
"ENSG00000111057.11",3540.86730366775,0.395200254984359,0.000117440548753797,"KRT18","all genes",10214.0165153575,-0.399781719262242,2.23152226283397e-08,1210.67248340982,0.00963546365041271,0.981327945210251,"TE_up",-3.93018192813484,NA,NA,0
"ENSG00000185262.9",357.434415029954,-1.06047319442249,0.000117440548753797,"UBALD2","all genes",542.976820980459,0.636747013525175,0.000305844470061115,202.210990457068,-0.409348416059759,0.18680019511337,"TE_down",-3.93018192813484,NA,NA,NA
"ENSG00000089053.13",821.40422337155,-0.826662500492701,0.00011816895746629,"ANAPC5","all genes",3039.78117593683,0.270689791405309,0.0149831649080738,170.449352536443,-0.539968892303654,0.0601554069532505,"TE_down",-3.92749659597356,NA,NA,NA
"ENSG00000256618.2",3243.50937696628,0.495413832180629,0.000118995171696708,"MTRNR2L1","all genes",3136.66955140452,-0.0148924957841315,0.952648512362256,2131.34928731806,0.495827619239377,3.64186587608992e-18,"TE_up",-3.92447066001938,NA,NA,0
"ENSG00000175416.14",240.742666758981,-1.12558598703662,0.000127535924653301,"CLTB","all genes",656.233982497338,0.449839236328942,0.00462526831725967,88.4660070948157,-0.661262309483221,0.130005276774059,"TE_down",-3.89436746479005,NA,NA,NA
"ENSG00000105372.8",6385.9247043823,0.421025798691791,0.000129889585863759,"RPS19","all genes",21434.9394916878,-0.108363555338484,0.343999324736661,1688.36048822532,0.327599649100958,1.22092575197496e-06,"TE_up",-3.88642566788933,NA,NA,0
"ENSG00000083845.9",4292.24613494404,0.449448792741072,0.000137495567651395,"RPS5","all genes",13503.8811333867,-0.130766918753009,0.231471030596128,1283.29731079806,0.333665487114544,1.90925214940393e-05,"TE_up",-3.86171130165603,NA,NA,0
"ENSG00000196562.14",208.491149188116,-1.27937002533878,0.000137495567651395,"SULF2","all genes",613.759193282723,0.352852357274543,0.0486439105879966,69.1398636674032,-0.909530016290154,0.0389222570772158,"TE_down",-3.86171130165603,NA,NA,NA
"ENSG00000172757.13",5661.478796612,0.318921686426953,0.000139802677494901,"CFL1","all genes",10963.6890976421,-0.405613706785166,1.11297060382867e-08,2816.98975876005,-0.0723299126246683,0.625771120682597,"TE_up",-3.85448451092134,NA,NA,0
"ENSG00000200156.1",34437.9617067257,0.821002939700917,0.000139802677494901,"RNU5B-1","all genes",86.6457357030317,0.279603120138611,0.712474738050287,28105.6821818806,1.15426481938552,1.78693320548089e-195,"TE_up",-3.85448451092134,NA,NA,0
"ENSG00000124762.13",5084.08773539702,0.388071787561885,0.000150831326232885,"CDKN1A","all genes",11043.6277085399,-0.0458985768480876,0.780807701948208,2333.52118610656,0.356897961745118,7.50166582146416e-10,"TE_up",-3.82150845026208,NA,NA,0
"ENSG00000105974.12",4948.93289319405,0.331704278235874,0.000158162980604065,"CAV1","all genes",11627.8359526539,-0.195952438270029,0.0208015282549446,2127.03615007987,0.150208397003637,0.0916806358526114,"TE_up",-3.80089515927544,NA,NA,0
