"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex","five_cds_iaa_dmso","five_cds_IAA3Y_IAA3XWT","Tx_class"
"ENSG00000138814.17",1055.20048116983,-0.696309717260809,1.75655956171048e-05,"PPP3CA","all genes",1735.54668527466,0.054757720975675,0.816999179591048,624.446730595348,-0.634437983306794,3.4651795320205e-07,"TE_down",-4.75533711949357,NA,NA,NA,0.501675211718298,0.0816246697415776,"TE_down"
"ENSG00000090060.18",619.400465032871,-1.10473055035988,1.82273726212498e-05,"PAPOLA","all genes",1660.2828887066,-0.0246385010332531,0.973564298236136,210.670542468999,-1.12410059419537,3.68103642265751e-07,"TE_down",-4.73927592807172,NA,NA,NA,0.976035229337161,0.0115776065265721,"TE_down"
"ENSG00000099875.14",656.966714735372,-0.923116974202139,1.82273726212498e-05,"MKNK2","all genes",1924.87603759243,-0.160514031499212,0.30789071320285,183.654985403011,-1.07619553909175,4.93744820096692e-06,"TE_down",-4.73927592807172,NA,NA,NA,0.485720828514728,0.748791760520464,"TE_down"
"ENSG00000106609.16",299.850185654972,-1.23770205251107,1.95165197960223e-05,"TMEM248","all genes",800.033251807334,0.435110069390787,0.00369002962854425,102.870847814764,-0.80250030484373,0.0872059394834267,"TE_down",-4.70959762356151,NA,NA,NA,0.945595580594839,-0.231752428382286,"TE_down"
"ENSG00000115694.15",422.814131548429,-1.02379213233529,2.06624244097027e-05,"STK25","all genes",1163.47515880287,0.676546412752925,7.68943795260309e-09,136.481447801361,-0.343064043474641,0.701581880198478,"TE_down",-4.68481872221706,NA,NA,NA,0.292435749870268,-0.0197330744313904,"TE_down"
"ENSG00000096433.11",1476.70996239525,-0.925983013242309,2.11595200483781e-05,"ITPR3","all genes",4160.26699243392,0.595524426288492,0.0301498568236279,453.207137468688,-0.32389933227955,0.247963084126096,"TE_down",-4.67449418742631,NA,NA,NA,-0.0999765742909007,-0.0844240217185967,"TE_down"
"ENSG00000204310.13",162.39263075686,-1.65370111045655,2.11595200483781e-05,"AGPAT1","all genes",447.183124457527,-0.0463339546755327,0.912832368594386,52.3292501491949,-1.69290407782288,0.000867265360882385,"TE_down",-4.67449418742631,NA,NA,NA,0.698749692715402,0.0370968815295943,"TE_down"
"ENSG00000170145.5",506.451248513766,-0.937841486199515,2.41651481538728e-05,"SIK2","all genes",1091.75662860213,0.630406734460183,3.27795258978683e-07,236.859938703611,-0.29831785312841,0.615676834291875,"TE_down",-4.61681053790511,NA,NA,NA,0.112702526341503,-0.341717156017359,"TE_down"
"ENSG00000165650.12",761.051221230504,-1.05863006040244,2.50904791322714e-05,"PDZD8","all genes",2740.91107423798,0.286291734192829,0.00882863889248476,88.5810681149416,-0.766665535931861,0.154001392365071,"TE_down",-4.6004910452412,NA,NA,NA,0.564069652833991,0.482181167666588,"TE_down"
"ENSG00000167680.16",326.796483651526,-1.29275011452983,3.29674802039456e-05,"SEMA6B","all genes",1082.36859773843,1.02276961218476,4.34450656132929e-17,60.9721250310423,-0.260385080817405,0.947207686210283,"TE_down",-4.48191424592152,NA,NA,NA,1.8073549220576,2.75300560543047,"TE_down"
"ENSG00000168268.11",388.814483418592,-1.13739088018576,3.52232865731159e-05,"NT5DC2","all genes",1245.42829870925,0.713631522987502,2.91837444482897e-10,82.8525115821686,-0.420965013213088,0.731811718110587,"TE_down",-4.4531701238379,NA,NA,NA,1.17372723954112,-1.00358137140694,"TE_down"
"ENSG00000140262.17",592.614609999782,-0.867587345960102,3.59664671656831e-05,"TCF12","all genes",1584.93765139715,0.230067006904267,0.0980192421373795,202.433780265273,-0.631341243801668,0.0259920711347226,"TE_down",-4.44410221900107,NA,NA,NA,0.822549968295966,-0.321602003955726,"TE_down"
"ENSG00000138434.17",4620.04878037057,-0.592622365278898,3.76802717050595e-05,"ITPRID2","all genes",15810.0786121195,0.185899720843727,0.0692536172194679,739.368434548956,-0.399183272158776,0.00514540187099833,"TE_down",-4.42388597425542,NA,NA,NA,1.10366611014444,-0.0704500531610288,"TE_down"
"ENSG00000150867.14",643.75008990203,-0.840769002433987,3.88870848355843e-05,"PIP4K2A","all genes",1792.61659935365,0.558953101613858,8.49178633908667e-08,202.687552890686,-0.273780972100839,0.716643816272391,"TE_down",-4.41019461245225,NA,NA,NA,0.421104374702717,0.0679925094202932,"TE_down"
"ENSG00000196562.14",179.697186165792,-1.48600444573554,3.953298039466e-05,"SULF2","all genes",486.557357755001,0.370435479768892,0.0764844857229273,59.913690698297,-1.10549866216362,0.0497395074225313,"TE_down",-4.40304044292588,NA,NA,NA,1.71537071858698,-1.63558857379112,"TE_down"
"ENSG00000150991.15",4760.45131030736,0.523973617104904,4.28087682104294e-05,"UBC","all genes",11351.3935981424,-0.463835667696616,2.42629076846039e-08,1962.77616579788,0.0676865316860103,0.871731108591356,"TE_up",-4.36846726847753,NA,NA,0,0.557219165848703,0.19925298474271,"TE_up"
"ENSG00000142208.16",607.925823255541,-1.03334510793837,5.22840646479761e-05,"AKT1","all genes",2055.97687996954,0.0566601644881441,0.800071112859398,103.191398803358,-0.974947558640332,0.0116989080914756,"TE_down",-4.28163065702171,NA,NA,NA,0.953026910842574,0.300823933368734,"TE_down"
"ENSG00000111640.15",24443.3613282161,0.448335164754251,5.45385726853866e-05,"GAPDH","all genes",66633.9420267018,-0.429219246232991,1.10962365426215e-08,8049.34666423987,0.0268372886045018,0.958494721652814,"TE_up",-4.2632962320521,NA,NA,0,0.330106458896552,0.272068946535576,"TE_up"
"ENSG00000178035.12",2990.68196992968,0.537869631415971,5.49186796156776e-05,"IMPDH2","all genes",6762.90730873619,-0.198633201155937,0.074042909233051,1322.72725887648,0.346113038244189,0.000131072210508036,"TE_up",-4.26027991285041,NA,NA,0,-0.265072688381664,-0.210796438483701,"TE_up"
"ENSG00000119487.17",329.59842851414,-1.49148771448856,5.99430085945221e-05,"MAPKAP1","all genes",1174.54986306669,0.14762009221729,0.446867073426265,41.3883566774755,-1.34428787959312,0.0524798770817781,"TE_down",-4.22226146320538,NA,NA,NA,1.15432212199614,0.109632165676207,"TE_down"
"ENSG00000068001.14",266.833306459196,-1.34653324280043,6.16012467246895e-05,"HYAL2","all genes",853.245168265459,0.339950316055847,0.0282667959413859,57.2173388138887,-1.00627137310976,0.126057703894895,"TE_down",-4.21041049822236,NA,NA,NA,1.0693195456451,-0.699354184992072,"TE_down"
"ENSG00000089876.12",437.643068146377,-1.00107759201024,6.16424962663863e-05,"DHX32","all genes",1280.10605763691,0.605130542255495,2.9979676706805e-07,122.8596912687,-0.390884346006246,0.627339197880616,"TE_down",-4.21011978246553,NA,NA,NA,0.0533214989773291,-0.605915723737416,"TE_down"
"ENSG00000124486.13",1124.35424606726,-0.717583528415793,6.82236231313796e-05,"USP9X","all genes",3363.68674741762,0.18299005137851,0.153311603002188,297.490778873047,-0.527116828094489,0.020251112691906,"TE_down",-4.16606522037009,NA,NA,NA,0.730869173029286,0.505971904783387,"TE_down"
"ENSG00000154380.17",534.53578225994,-0.841645660729657,7.00870793239639e-05,"ENAH","all genes",1293.53609895304,0.395353764648254,0.00161202898691998,215.66353012747,-0.439431186520314,0.227321175728815,"TE_down",-4.15436203760405,NA,NA,NA,0.534230161338355,-0.582260402149037,"TE_down"
"ENSG00000115275.13",410.191860032653,-0.943167372522739,7.34237044654986e-05,"MOGS","all genes",829.335862418581,0.533002197094232,0.000207117553522588,205.179376155714,-0.401255686604806,0.363619007880798,"TE_down",-4.13416370770538,NA,NA,NA,0.182696907386554,-0.881190313099091,"TE_down"
"ENSG00000181555.20",811.692667927838,-0.891915428989067,8.35481066225314e-05,"SETD2","all genes",2497.98465253703,0.594044345651346,3.17957224799103e-09,197.815383566134,-0.285023677244978,0.757729022750701,"TE_down",-4.07806338769404,NA,NA,NA,0.630672818568511,-0.918654478309162,"TE_down"
"ENSG00000197771.12",1702.77885057855,-0.59367153288745,8.76199424027253e-05,"MCMBP","all genes",4138.95325706109,0.49868771253843,4.24724396959606e-08,682.667236423106,-0.0878282840153701,0.928302135578676,"TE_down",-4.05739703664274,NA,NA,NA,0.742527008978667,-0.0361382231558607,"TE_down"
"ENSG00000099904.15",119.879501905816,-1.98162920410975,9.06369295946648e-05,"ZDHHC8","all genes",380.672051304094,0.881923951854332,1.15754908575234e-05,26.3357772700346,-1.09886534292656,0.411953816568113,"TE_down",-4.04269481500124,NA,NA,NA,0.441247378601692,-0.974004791467055,"TE_down"
"ENSG00000089053.13",835.227125187676,-0.881375248372569,9.87362685871488e-05,"ANAPC5","all genes",2757.25614470277,0.27963481253419,0.028377228869658,158.146471033956,-0.592328127367577,0.117769109460863,"TE_down",-4.00552328953933,NA,NA,NA,1.06224986200865,-0.525740134924433,"TE_down"
"ENSG00000136636.13",351.440282751718,-1.1457787823336,9.87362685871488e-05,"KCTD3","all genes",1111.12623970981,0.344345100066683,0.0169714224641381,78.4550967570154,-0.792890887205716,0.168469208344617,"TE_down",-4.00552328953933,NA,NA,NA,1.34751493527462,0.413242374162038,"TE_down"
"ENSG00000185585.20",109.324331441155,-1.65371799678061,9.87362685871488e-05,"OLFML2A","all genes",157.036866598583,0.547983697676391,0.128668351543374,70.2017175862588,-1.09872975501166,0.0238665499919529,"TE_down",-4.00552328953933,NA,NA,NA,0.157622043711157,-1.40546879043007,"TE_down"
"ENSG00000082781.12",529.834561868504,-0.90627781968155,0.000101928750913055,"ITGB5","all genes",1506.03019316894,0.358669389781847,0.00490140748273775,159.36541239389,-0.542856947698278,0.187172032074953,"TE_down",-3.99170329782166,NA,NA,NA,0.982517674053272,0.313598074083781,"TE_down"
"ENSG00000107771.17",292.756049332719,-1.37983942490806,0.000101928750913055,"CCSER2","all genes",1013.73849342233,0.480053083335929,0.000216534683867474,43.9272737497785,-0.892132895366208,0.334377981454691,"TE_down",-3.99170329782166,NA,NA,NA,1.16366326164207,-0.485987205907483,"TE_down"
"ENSG00000138688.15",797.685571542952,-0.884571081797453,0.000101928750913055,"KIAA1109","all genes",2726.63872037084,0.381762540253625,0.000190494345324108,128.355100740741,-0.491785360747231,0.387335431663905,"TE_down",-3.99170329782166,NA,NA,NA,0.589187086582882,0.166395632640971,"TE_down"
"ENSG00000157077.14",295.862175735674,-1.57309180454073,0.000107200208491329,"ZFYVE9","all genes",1082.22607974692,0.60449427760282,9.35497419192507e-07,30.3553993307047,-0.948348777605254,0.486664540591193,"TE_down",-3.96980436999264,NA,NA,NA,0.724986016449607,0.217230716220669,"TE_down"
"ENSG00000007202.15",1055.42876267667,-0.989730917407897,0.000115546537480526,"KIAA0100","all genes",3976.21693987807,0.425425558253736,2.59121775853165e-06,80.2770459617851,-0.546907545187567,0.53936214156506,"TE_down",-3.93724306425352,NA,NA,NA,0.485394877683669,0.938985903832809,"TE_down"
"ENSG00000066777.9",539.982415258211,-0.931258155246305,0.000121449843906957,"ARFGEF1","all genes",1738.67455359698,0.59607867147148,7.83189381291232e-09,112.896836087262,-0.327516479847951,0.78850052953631,"TE_down",-3.91560303903416,NA,NA,NA,0.314978405349321,1.77021975692332,"TE_down"
"ENSG00000108389.9",695.713588212273,-0.862989701520972,0.000121449843906957,"MTMR4","all genes",2221.97617981913,0.431315626031373,3.45588503718012e-05,149.879578668698,-0.428917765232284,0.456612364699882,"TE_down",-3.91560303903416,NA,NA,NA,0.163238939627882,-0.162329453514924,"TE_down"
"ENSG00000129250.12",1198.0461020055,-0.89892515309472,0.000132472689166012,"KIF1C","all genes",4489.18939389615,0.630697136052951,1.61234380965482e-13,96.9821721516615,-0.262153847045183,0.890695588837857,"TE_down",-3.87787364751624,NA,NA,NA,0.803470025450082,-0.0216212689955983,"TE_down"
"ENSG00000214944.9",155.763185171036,-1.49831645834567,0.000132472689166012,"ARHGEF28","all genes",454.522478379616,0.914243820164287,2.9849772636631e-08,43.9728484320388,-0.574185772887797,0.737667183963635,"TE_down",-3.87787364751624,NA,NA,NA,1.67404511423618,0.174029399775049,"TE_down"
"ENSG00000154127.10",198.596352752722,-1.26678234542865,0.000133748936177997,"UBASH3B","all genes",517.151289861944,0.721491075263571,6.1534442920515e-06,71.2223681546796,-0.539777796644517,0.581603551618558,"TE_down",-3.87370966361599,NA,NA,NA,0.46525608378016,0.889525068274106,"TE_down"
"ENSG00000171298.13",613.707834063717,-0.791804810148665,0.000148030028189666,"GAA","all genes",899.416221725554,0.514265011373622,0.000287096129916507,389.927148269411,-0.270957994306402,0.455572480277399,"TE_down",-3.82965017815721,NA,NA,NA,0.451174333204991,0.0534608063142206,"TE_down"
"ENSG00000148498.16",496.751872401143,-0.940136721890633,0.00016000890841252,"PARD3","all genes",1548.98376632508,0.666876128209085,1.44900438956723e-09,116.134575847295,-0.266163000067698,0.867711038056407,"TE_down",-3.79585583755221,NA,NA,NA,-0.207202288075249,-0.298149439189466,"TE_down"
"ENSG00000160445.11",190.911084107486,-1.24983446203028,0.000160052423463771,"ZER1","all genes",455.41768375068,0.722762353495109,1.78279699296676e-05,78.6113599007648,-0.515541606336735,0.582150275685775,"TE_down",-3.79573774551876,NA,NA,NA,0.35245155945066,0.00706031113499142,"TE_down"
"ENSG00000161202.20",338.719501366102,-1.02412291443122,0.000160052423463771,"DVL3","all genes",960.206074776987,0.608432029600829,1.34250344781958e-06,102.502587814023,-0.408811981020512,0.674962899627857,"TE_down",-3.79573774551876,NA,NA,NA,0.883367889412973,0.708755759439211,"TE_down"
"ENSG00000145214.14",157.542836533121,-1.59673236667539,0.000177617192502764,"DGKQ","all genes",511.387730067308,1.252416042785,1.59972433825471e-16,31.9139061371417,-0.343151672089154,0.955554169936337,"TE_down",-3.75051499887441,NA,NA,NA,0.708290794528501,NA,"TE_down"
"ENSG00000164221.13",172.269890723267,-1.41305409205491,0.000177617192502764,"CCDC112","all genes",506.931886972431,0.975298593036133,3.76701670985342e-10,47.6121111987416,-0.425166299879305,0.866280425495153,"TE_down",-3.75051499887441,NA,NA,NA,-0.0259226493094272,0.582588251851875,"TE_down"
"ENSG00000182446.14",664.15608050749,-0.751397467703907,0.000197652300770945,"NPLOC4","all genes",1453.87874560185,0.552136699682519,2.68836950363895e-06,305.251856503939,-0.191649697687475,0.813980214350792,"TE_down",-3.70409812588813,NA,NA,NA,1.018404155449,0.0549164152032478,"TE_down"
"ENSG00000175115.12",326.980063277253,-0.985227757209318,0.00020062818546845,"PACS1","all genes",680.209976329154,0.515072203252974,0.00158722079299351,158.906003028628,-0.462675748271621,0.331693951215368,"TE_down",-3.69760805469772,NA,NA,NA,0.491723594104877,-0.268284154781927,"TE_down"
"ENSG00000141759.15",302.994892590706,-1.05036212618483,0.000204516781175203,"TXNL4A","all genes",744.934865571897,0.48594533026994,0.00181344140694701,119.3882768903,-0.557247273251494,0.309186012850594,"TE_down",-3.68927105111491,NA,NA,NA,0.511249319419682,0.219649767624511,"TE_down"
"ENSG00000153561.13",190.625721918345,-1.45965703634415,0.000218995719169722,"RMND5A","all genes",605.187355296324,0.297180166635676,0.119699973062277,41.9366811178368,-1.15264700920225,0.134883523365621,"TE_down",-3.65956437447102,NA,NA,NA,1.21207567706184,0.333565668403932,"TE_down"
"ENSG00000144369.13",316.871437316818,-1.30865151851324,0.000231793493150892,"FAM171B","all genes",1083.63698386468,0.22368592028706,0.225438453923124,50.8671777250433,-1.0764560007613,0.10782203127752,"TE_down",-3.63489875960765,NA,NA,NA,-0.0531467730640273,1.62951930427245,"TE_down"
"ENSG00000099625.13",88.9866834209344,-1.90374504322265,0.00023812089620794,"CBARP","all genes",245.841717151863,1.39493896732745,3.09729991571128e-10,28.4704800703152,-0.513990388427824,0.884954588477296,"TE_down",-3.62320249157707,NA,NA,NA,-1.93529765634499,1.52760312127888,"TE_down"
"ENSG00000170421.12",7127.35959115912,0.485649889294723,0.000241165577753129,"KRT8","all genes",13798.4539452025,-0.422319924094237,3.56097484922597e-06,3715.44133332388,0.071026355681432,0.702421190502833,"TE_up",-3.61768468019152,NA,NA,0,-0.748577244210131,0.835820753576058,"TE_up"
"ENSG00000109332.20",456.713798058251,-0.945719673170098,0.000254721330427595,"UBE2D3","all genes",1343.35433423608,0.383919341986086,0.00385381218110309,126.388889700525,-0.558798060690043,0.269419632021395,"TE_down",-3.59393468558558,NA,NA,NA,0.349002919264899,0.312201812976544,"TE_down"
"ENSG00000138119.17",2548.97272147495,-0.604678964528715,0.000302881783592447,"MYOF","all genes",6015.00594427287,0.477653734329299,1.14298447542038e-05,1065.86638194923,-0.119956445579369,0.728217486525666,"TE_down",-3.51872684592493,NA,NA,NA,0.63582008717072,0.0409315440050341,"TE_down"
"ENSG00000180228.13",270.447523708076,-1.12484410847676,0.000302881783592447,"PRKRA","all genes",761.707301310338,0.572142988205646,0.000126740842879018,83.0436589570238,-0.548336512396721,0.493983117785325,"TE_down",-3.51872684592493,"PRKRA",-0.5,0.3,-0.192754576256812,0.163909230234401,"TE_down"
"ENSG00000183207.14",1429.05003604169,0.566623315469211,0.000315056689205721,"RUVBL2","all genes",2315.52684225468,-0.45242529985741,1.91325823164092e-05,854.589995650064,0.121410844259459,0.780548361801518,"TE_up",-3.50161129511791,NA,NA,0,-0.179649538000788,-0.407456771744065,"TE_up"
"ENSG00000150403.18",395.484395838045,-1.09689012797109,0.000329089338041456,"TMCO3","all genes",1325.35931573772,0.204145087307656,0.198685151652974,70.0690816405708,-0.881137815320026,0.137541820726417,"TE_down",-3.48268618791155,NA,NA,NA,0.725677059948553,0.0303073489287334,"TE_down"
"ENSG00000143126.8",275.837589538959,1.10356102841573,0.000334341438268311,"CELSR2","all genes",746.113270888923,-0.107781793523067,0.716759550658895,92.2884032414446,0.999546908774272,0.0101020114173045,"TE_up",-3.47580979362585,"CELSR2",0.4,0,-0.0373279434392298,-0.402332914040035,"TE_up"
"ENSG00000057019.16",3344.22753804655,-0.519927532501967,0.000348044317877609,"DCBLD2","all genes",9185.35341575722,0.0692127754460618,0.661913520712879,1084.00559071007,-0.443647052375333,2.5898452427064e-05,"TE_down",-3.45836545207571,NA,NA,NA,0.644111958008018,-0.0345844705946919,"TE_down"
"ENSG00000160007.19",615.284807842533,-0.943767473500546,0.000352739962268142,"ARHGAP35","all genes",2047.58431049992,0.633978959191513,9.29953386234619e-08,112.49507685084,-0.299804862965645,0.83786088245846,"TE_down",-3.45254533588285,NA,NA,NA,-0.581590646722962,-0.0735669450660952,"TE_down"
"ENSG00000129351.17",1588.6745297577,-0.646896173919816,0.000365804639607002,"ILF3","all genes",2224.38151470699,0.532913614390319,2.36989395024192e-05,1034.75646721642,-0.106784524486788,0.811309836518435,"TE_down",-3.43675079054101,NA,NA,NA,0.171964947819815,-0.403303122946759,"TE_down"
"ENSG00000167306.20",538.895657941496,-0.941807936154918,0.000368642506012486,"MYO5B","all genes",1743.69439301727,0.230358121351183,0.132621963088622,110.62711691595,-0.703037373731486,0.123308115444422,"TE_down",-3.43339459027168,NA,NA,NA,0.31388018186085,0.51760577014262,"TE_down"
